Edible	Poisonous
4.3056186260162044e-07	8.582197213479668e-11
2.6514988112383923e-11	8.44531523618244e-10
5.02310315637854e-15	2.551707514387467e-06
5.642713297047894e-11	5.1893583970752965e-20
2.7715782024142953e-10	5.1605253100776754e-20
4.793557424121895e-13	2.4340888778145182e-06
2.496624232194423e-11	6.695165025129931e-21
9.998291034526237e-14	5.847582141690819e-06
4.8611543872067776e-08	1.2340336430791583e-17
1.8701307121173336e-20	9.747194768361208e-08
9.734721298973613e-13	1.5774122453320343e-05
1.7645988688537012e-13	8.929114597347332e-07
1.2231747305086846e-12	2.153170806918199e-22
6.194059113253614e-09	1.4806361706412914e-17
3.437364009547089e-18	1.9704813778369885e-06
2.39446532641731e-07	8.777265248106686e-12
2.7612092769513823e-09	4.3683940118130473e-17
7.614763160113297e-13	9.52045184046028e-24
1.7391741147194956e-11	9.507680298664718e-07
1.168687313068614e-07	1.4363088168955228e-12
1.1401910670156562e-10	1.485201078030341e-05
3.665753625039678e-07	2.0429805959938465e-11
2.2322401277089392e-12	3.0909458560434852e-06
1.8758417488321448e-19	1.5960209927754103e-06
6.912613777457212e-07	2.273343245246634e-13
7.381898909940913e-18	4.749413918684098e-06
5.950212145052204e-13	2.497519997165058e-06
8.654584351778392e-06	2.0400289083075166e-12
3.369668999078528e-10	9.727886791410785e-20
9.932783776165789e-07	2.8622704037753116e-17
4.8119128613885027e-11	3.077259654050182e-11
2.214534998095583e-06	2.444042259943447e-11
5.313677471789506e-06	3.1792711440093934e-13
6.387051899493904e-08	1.5045173876638756e-10
1.7380566236061362e-13	2.0605998993821287e-06
1.7111433419100764e-08	9.779868022338793e-12
5.955228884921996e-18	4.226644705152124e-06
7.243343235079045e-06	2.6196716354199835e-11
2.4122576788929164e-22	5.277290038321672e-08
4.8387309677483665e-12	3.054873476224189e-12
1.6425859401567057e-12	2.429156672219568e-10
3.8668806528926715e-07	5.0871701692894206e-11
1.7012175946063305e-06	7.142713017340645e-14
8.139531215260593e-06	7.341783110182897e-11
1.6971024547331435e-06	1.0291187193855977e-10
6.613762005108822e-07	2.589784193172902e-11
7.989208979838811e-22	3.685963571466256e-08
7.899071924668478e-20	3.0070656332991237e-07
1.7139581377104161e-18	3.7093962722569212e-06
4.686729679943171e-08	2.6720962575645088e-17
2.2374667307783057e-19	3.632499876116924e-07
6.282983349111009e-06	5.757555615968655e-11
1.1211443237167257e-06	1.4796614903195047e-10
9.774536148438157e-10	3.2665058125246096e-19
2.7257814363463126e-06	3.3408670649543614e-11
1.0059867412388191e-11	6.213807140709445e-06
5.408217618544145e-18	2.1143368596814666e-06
3.346189631674678e-12	1.8045684411876248e-06
1.7959912082803477e-06	2.0702360821686798e-10
2.286135912088664e-09	4.826497344066884e-15
9.190703135331973e-07	2.0008874412389678e-13
1.6378988070515805e-06	2.982525485831754e-11
1.1160454398284679e-06	5.07660564625537e-16
6.0711799323379094e-06	3.4268722542873454e-11
1.7168221079449202e-16	1.5953278305080005e-05
1.3724300864231561e-06	6.356512755478793e-14
3.7157224479268964e-06	7.983104944308978e-14
2.1809478719962337e-05	4.5757800300769884e-11
1.667008282915433e-06	5.046547844688837e-14
3.63059705677284e-20	1.1477119092448482e-07
2.235929162582491e-12	1.1808329199407284e-13
4.55704723801255e-14	3.4597334335805593e-15
2.8861068248705927e-10	2.11724479381027e-14
8.387466752210099e-19	4.2037159720712234e-07
1.2447060022415851e-09	5.402314307432087e-14
1.273032249806231e-14	1.3788222869664729e-05
1.6231802871566177e-07	1.828333232178914e-13
1.6260670178699277e-09	8.649297242315478e-10
3.161682716554121e-11	5.844303122778476e-13
2.339090340095717e-22	1.4196312220619936e-08
6.2254732040390556e-06	5.86309125862389e-14
1.714582803868248e-10	7.973072810681056e-12
1.25999574275321e-10	1.219917329759245e-06
4.09058519873852e-06	2.6493731322679453e-13
3.690649008558056e-07	2.1693725813271505e-17
2.8312964703013292e-11	8.437913557623116e-10
1.6632140086758436e-10	6.256555187614176e-18
3.0671981928978274e-09	3.225003202366819e-12
8.721763521613249e-12	3.1949873236218473e-21
1.279696059095772e-11	9.42994061121835e-06
1.8361638027451066e-06	6.822900005372896e-14
2.3039524552402147e-07	2.788441420075837e-12
1.4998939156688195e-11	2.3099623294956754e-13
7.748684421293485e-19	9.228451160596734e-08
4.569932674399856e-08	3.1991993328744334e-12
4.541886718903386e-10	5.286701363957161e-17
3.324831577540529e-11	3.507097772893067e-13
4.391738696974801e-12	1.8879473564548904e-11
6.593674528761485e-18	1.2668885887106731e-06
5.123080374282694e-07	7.821225745891335e-14
2.412135102313634e-10	2.2024275361204914e-11
7.788172181494047e-06	6.469674336891094e-11
9.427100986947309e-08	6.850330545323492e-16
4.598176806562113e-12	6.39531202918467e-07
1.0858141242807415e-10	5.047321053128432e-06
3.736680636600469e-06	6.19350163093682e-14
5.538394469570536e-12	3.3314974342731016e-06
8.81361110460302e-08	1.2887078407545428e-17
4.4114498477362444e-13	4.630474853587543e-25
2.4806685931056264e-13	6.302667794602126e-06
3.0268198085207664e-11	1.919984560918954e-12
8.272014312587189e-08	8.54896563860543e-16
5.74911109048372e-13	8.916665268946644e-24
4.560908280610703e-14	6.5525039670038976e-15
1.4470675754334425e-09	8.852168792141653e-18
9.047270977464147e-14	1.6805431702159825e-05
3.5194016956662705e-11	4.353197120056253e-06
1.1938739771311714e-06	2.401082590769809e-13
2.1230604550582067e-18	2.1372861915171406e-06
2.6324198355535093e-08	8.564654584265486e-12
5.566409342374032e-18	4.156293501384343e-06
2.270814539756533e-06	2.412855453676295e-11
6.852760114388098e-07	1.0947259635002719e-13
1.2976984360003873e-08	4.0391135008838e-14
2.3864142731749656e-15	1.2392657783114e-15
2.0657455261237843e-22	5.404283648869516e-08
4.358031544639849e-07	8.292277692898207e-13
3.014463254992051e-11	5.1288517809571445e-12
8.52579734505498e-06	2.767510591595669e-10
8.686491244306294e-14	4.900131818702751e-07
2.170389549403854e-09	7.043011707559359e-13
7.995116449248993e-08	8.227943682189811e-15
1.5207252703541128e-06	5.254519095046913e-14
1.576558119378223e-13	9.52054870000518e-06
2.0216934775438218e-07	2.0193323442344068e-13
1.0473638948645559e-05	9.940221896288305e-12
5.289806504246807e-08	1.1586737803697108e-10
6.551346328080844e-14	1.6663676702365317e-06
8.048263807156251e-19	9.492562720147777e-08
1.8016185619364486e-13	4.0530497351866196e-24
5.607999966245087e-07	2.3617113833260705e-12
1.663994597997517e-06	7.186066739372276e-12
1.5139078537754815e-10	6.5629110051174636e-15
1.5754985802215674e-16	3.818879462431731e-06
2.0358714558775003e-12	1.3502694850857443e-06
1.8478434637958107e-12	8.516130675480806e-13
2.4869211243867793e-11	4.769031662457865e-09
1.8844391875422806e-10	4.507154151281514e-06
3.820820095531115e-09	2.0916564188431218e-17
6.479578906104606e-07	1.5373895276641915e-10
1.8767149250136353e-08	1.1601845422397724e-10
4.2948539237847026e-13	6.144690375596652e-06
7.560899790225891e-10	1.7576064309961094e-13
8.473109480820717e-07	4.593326054781005e-11
7.982376735809632e-15	5.259979034035314e-07
1.7026130469563148e-08	1.0703252348084036e-14
8.559193254737359e-21	5.116668836195728e-08
1.8767285004899143e-07	2.0580480659899968e-12
5.4739805760504e-07	3.2626336049584966e-13
8.598982673981103e-11	1.1383006726362718e-05
2.8210692173071223e-11	1.955106229716252e-12
1.3019025175310518e-12	1.9622379556322157e-13
1.306946912234615e-06	1.0271029352065628e-12
9.282465092148984e-06	5.48977685671204e-10
1.4223348233614706e-19	3.6502453536958817e-07
5.874698531999557e-07	5.064712039869738e-10
1.4452336964880642e-06	2.7439848816565737e-11
3.7063365357640894e-06	3.046151100557634e-11
7.34369185196839e-12	4.346780863599448e-06
1.6538638204408698e-08	6.524775584096676e-18
2.455417378060846e-07	3.749784880409006e-14
2.0358714558775003e-12	1.2891713183397837e-06
1.0323743291560519e-11	8.01225680807365e-06
5.834464263245557e-08	3.517145539364749e-11
1.662004560992592e-13	6.077557769286462e-07
4.726912232961181e-10	2.2139644096477392e-05
1.0839302685885147e-20	1.7498083640991576e-07
1.4977492239100715e-08	6.729308172100409e-17
1.3664923277805744e-10	2.3464435632750683e-06
8.093696176289451e-13	2.7406808065125963e-06
4.1757541770974793e-08	1.0296021290157294e-13
5.313124738517003e-08	2.030018144801657e-11
4.83072364425313e-07	2.2957490289480626e-14
3.3488599093045706e-06	1.4563763625046622e-11
7.77162596697297e-06	2.572611665921421e-11
6.61421707211684e-07	2.0032995025850698e-13
2.254722861686455e-12	2.3406505410699206e-09
3.237540030528877e-11	1.817520853677574e-09
5.369616319621296e-07	6.328328857884972e-16
1.4969555619391774e-05	6.54713096533556e-11
5.449721535789592e-08	9.6626976239561e-15
3.1380774831136846e-12	6.250260937436579e-06
1.3520944461414261e-07	3.687785883379997e-12
4.2933162712752715e-10	8.570644680814362e-11
1.276854767045737e-06	1.7691549248248982e-12
3.459994463382617e-07	6.346473081879553e-13
5.234249647745055e-19	2.095305101903532e-07
6.545356317748363e-08	2.03806767685207e-14
1.661202812431518e-11	8.954356023110793e-15
3.8550586799297816e-13	2.3898723748610303e-06
3.237781163409312e-11	2.1284914155440085e-12
6.72642235842535e-19	1.8325047556519457e-07
1.8925168126661355e-17	1.0538743247644392e-05
1.4134774851740392e-11	7.473853674130303e-13
8.70380044743871e-07	2.124597539910148e-16
2.4334415870168395e-13	1.563439423353666e-06
1.3116335070623748e-11	7.632312166359296e-07
9.52900684785282e-12	7.897297603781802e-09
8.530653258088605e-07	4.877498895426333e-17
2.75429144895282e-11	1.241950193606663e-22
1.2725488909933115e-06	4.038858753436917e-12
5.923961302083725e-11	7.5092087644244e-20
5.236558190400012e-12	3.455858546262138e-06
2.4865438264762546e-08	1.4207174707381708e-14
7.982376735809632e-15	5.021970932947745e-07
5.017878648893177e-07	2.1661251185245492e-12
1.8156204175230557e-10	6.84006228899715e-16
3.283524035360049e-06	9.155467536054998e-12
8.374067291817557e-11	2.8672846648785176e-12
6.017011309002015e-07	2.319285430332189e-12
4.0470622052625403e-07	2.227767879045623e-13
2.140804423181006e-08	1.4001278938886741e-12
4.5611141285579135e-11	1.6870434469871656e-07
2.8997864270607517e-12	6.292335150761068e-16
1.924023537396492e-17	6.326103264397955e-06
6.660519405206111e-18	5.359835624426133e-06
5.3437982140862534e-18	1.154481629144512e-06
5.782503717792437e-06	1.3981572255786882e-12
7.50063877303101e-09	5.737960578567992e-14
1.0512677634637666e-05	3.267218120174659e-11
8.66624634570217e-19	6.764612035728534e-07
2.0062701501771356e-12	8.78283664948702e-15
2.3165451260990857e-06	3.782613062956952e-12
1.3031157168144333e-05	3.671321413985736e-11
3.3478587357225073e-06	3.822891619507742e-14
1.6089229269501153e-06	5.93847128240869e-17
2.036356198413079e-06	1.4343711398025929e-13
2.093367251894916e-13	1.0829507033947858e-05
1.4482526573995075e-12	2.828754219851285e-06
7.899616491046348e-07	5.864269332327335e-11
3.670792958980955e-09	3.2777125390806523e-13
1.64884038012102e-06	9.647859949949639e-13
8.3914395335044e-21	4.5493286897014525e-07
1.7937820921757693e-21	7.340434010841354e-08
2.9003525378474968e-08	2.5110152371668113e-11
2.6828993998071655e-11	2.419164006316705e-10
1.6663406972000846e-06	1.612472125896869e-11
5.638215625387298e-13	1.504859832876601e-14
5.288246055824458e-07	9.820447556425722e-14
3.393367881803358e-15	7.597453668174836e-07
4.392394248735815e-11	1.469220279436699e-08
1.7472943852396756e-17	3.164570065178086e-06
2.9385124304805386e-15	4.527132658443867e-06
9.739341997042863e-08	1.8705085308122916e-15
2.306862571365962e-06	2.9851919072974356e-14
3.102707554842291e-19	1.5098108965882185e-07
2.1412562474494066e-11	3.1098941675841793e-06
8.211534635751801e-08	3.283421420462689e-10
6.201750027668629e-10	4.607779021800622e-13
8.78203113154025e-14	3.637060833386122e-24
8.79070106309796e-06	5.829196667456655e-13
2.8374907497927227e-07	2.090185926867059e-11
5.091867317973616e-08	2.335302046435984e-14
1.3473141666265365e-12	6.368329654197237e-10
2.3445519850910502e-12	8.350298607245246e-13
9.751725676580454e-08	1.4566794837756935e-15
2.008820127298392e-09	2.2187986878402624e-09
1.2119406943311638e-08	5.3049262357655834e-17
2.3376393050120607e-12	9.569389681501527e-06
5.6902289974967804e-11	1.1022307286235374e-12
1.924853420203492e-20	1.0788472906756577e-07
3.625681188276226e-11	8.167542096927597e-06
1.7795519294860198e-06	2.108183383063831e-13
2.1432246666240306e-12	3.614832776127513e-07
2.5028948892165424e-09	2.354934920453064e-15
2.934433155971059e-11	1.8478007851933589e-06
2.4341020418656975e-21	3.528359989362383e-07
2.9888091610556697e-06	1.285613349084646e-10
2.505359826981839e-13	1.962524555505748e-06
3.903734130251965e-07	4.9046616234010474e-11
2.5021653076149613e-14	1.3133458673409125e-05
2.609077850914456e-12	1.0859539247029315e-06
4.918201537448806e-07	6.371403619486319e-12
7.203474280504079e-09	1.894531863074695e-12
1.4944410652501754e-06	1.416132917968596e-15
1.7656987351748744e-20	1.0516812310451825e-06
2.1008237457568107e-19	3.241884362638518e-07
5.578016189725659e-10	8.173730132431288e-09
8.503778388428849e-18	2.3917937595988036e-06
9.065527410839608e-12	3.0416830649959826e-08
1.3317089319354261e-06	1.361245520850491e-11
6.850893053814313e-08	7.464718501342935e-12
9.925762157406547e-12	1.1863276574891222e-20
6.10135877151387e-07	1.9037396174167042e-11
2.3352516463803763e-06	5.471112425150282e-11
9.651087925928595e-12	7.2273767501605985e-06
1.8704626196139886e-19	1.5545978724468552e-06
7.88135876234814e-07	2.00000230914966e-12
3.943015143978432e-07	5.372965361087551e-14
3.9457157422128474e-06	5.832869236570182e-11
2.850198043074477e-11	1.541810237800818e-06
1.2961769415799694e-10	7.657200579721628e-10
3.851727958298237e-20	4.3499535743854587e-07
3.666599998864773e-10	1.3383272512156685e-05
1.9627860690640055e-06	9.39752380318065e-12
2.5402987008750094e-11	1.0225617529615703e-05
2.699484968852707e-12	1.6820499871353863e-06
1.4463024588069374e-05	7.666590384770257e-11
2.07670949521755e-14	6.433905795151367e-06
5.2333724730018246e-23	1.4036396301206842e-17
1.6827777872267204e-06	1.610256995145045e-11
1.6609200195382322e-19	3.5644693532173905e-07
3.652915481700552e-10	1.1307220278884905e-10
2.2575135755954085e-06	2.57290151885446e-11
6.888269374959893e-19	3.201775895322273e-07
1.4097333532819557e-07	6.99915565667259e-14
9.295997738703014e-22	1.7977053334205283e-08
3.999642012885354e-13	2.1884860475533728e-06
3.243937440833301e-06	1.3031950315958866e-12
1.3116335070623748e-11	2.922705322473134e-06
1.7620750536095753e-13	9.419060435965838e-07
2.174735269650764e-12	5.993568080298466e-06
2.2404703591980377e-05	9.552814369808617e-11
1.5757427714484106e-18	1.0951710773699363e-06
1.7658104626869584e-07	1.9533819222637143e-15
5.772977561596804e-12	7.479759830126985e-07
4.470867736477517e-14	3.670421244400615e-06
4.3348595510599277e-07	9.113147407750062e-17
5.74893687133521e-13	1.2430846451484325e-08
7.996857972936896e-07	1.1421891357602892e-12
1.3168554670964663e-17	5.769767201929823e-07
6.189034256286819e-10	4.5034234299842116e-18
5.262797007845315e-07	1.4528124237371527e-16
2.4412922065483225e-12	1.8748387608386443e-12
1.2718630484950262e-13	3.2444912403849085e-05
7.191368590866804e-19	1.618680299130814e-06
9.670718129903244e-14	2.133539844809085e-06
1.1545937093053376e-13	3.7579420272496974e-06
2.6696446287768044e-21	4.5403425835067025e-08
3.5698449680171095e-10	6.351881621375096e-12
5.659815577842371e-12	2.957682195513238e-23
3.0276908898117414e-06	2.977714174458361e-12
3.695115629542988e-06	1.2105679785107899e-11
7.6212083181275495e-06	3.169538468665838e-10
2.3699597693663717e-08	9.397069077989715e-17
1.7857252813903732e-10	2.321912064108252e-16
1.4682316458070565e-07	2.5279136490596053e-11
5.3602006343627605e-11	2.6099079242206796e-20
4.8978273124180556e-06	3.049675542457122e-11
1.8361049238116984e-05	4.973831241294183e-10
6.372449943267821e-20	2.6760771443879787e-07
6.550581856010703e-07	6.819490444741754e-13
6.917263019880283e-09	2.6692808652575898e-14
2.4117107080947016e-11	9.795380750421156e-12
5.363011468736744e-07	4.190974234330008e-14
7.508681336350912e-19	3.1030235980197046e-06
7.096288679551627e-06	1.4655388151265362e-09
4.281950682168131e-06	3.485526136547887e-11
8.316573136271782e-13	1.61176390435611e-10
1.2703947278278282e-13	6.574300136189402e-11
2.0891180094295185e-11	9.579872270522853e-06
6.771366572251539e-12	8.262417218872672e-06
5.419222873234348e-13	1.1948400347555063e-06
2.3391338497094676e-14	3.0936846313419243e-06
1.8119147396298905e-10	3.0615289909672665e-06
6.267698525428138e-10	2.757967093161182e-05
5.533431994772486e-19	6.455560097047616e-07
2.0968816692324535e-06	6.135536171294495e-10
4.155732265081983e-06	1.7001064805651787e-10
1.3882406091410727e-10	7.040234340603779e-18
1.007471878757465e-07	3.977518140233029e-15
1.873512034320424e-11	1.9686150625608504e-09
1.4399063714949662e-10	3.2513372251734743e-18
7.2213910471510765e-12	2.4269864057161803e-05
3.604451457729034e-10	9.496637260786006e-18
4.922173608265061e-07	1.6941945073029217e-11
2.13974943215337e-18	1.8887773400543156e-06
7.700725844765923e-08	6.050506229022562e-16
1.4919151529614106e-12	3.863793623534923e-14
7.484120727623054e-13	1.2727156864866147e-05
3.0037732203549197e-12	4.158901897532665e-22
7.015902229477538e-08	2.7481937547609287e-11
4.807509747900612e-11	3.896177481709457e-05
1.0406840847856873e-06	5.25605698732845e-14
2.6933761053934617e-19	2.998049835216476e-07
1.8844391875422806e-10	4.303210524526696e-06
2.220176409659056e-14	1.4712475619529897e-24
5.585626064551953e-07	8.085148363702327e-11
1.3587387093300726e-06	5.929471122022382e-11
4.6380587332074964e-10	6.057720059552949e-10
6.381142970451178e-08	8.427452679701846e-16
4.874267361705398e-07	4.1676835263440264e-14
4.033113354468711e-07	4.1673223546615244e-12
1.8887935628202292e-15	4.480457432603208e-06
3.7629688574897016e-13	7.962559721112212e-24
9.942215117211617e-11	1.2604661903699114e-17
7.10160024343397e-17	3.5119830009899276e-06
2.2610535514597683e-18	4.6081506718599797e-07
6.278072061657965e-09	2.725915517789646e-14
1.4523204121140299e-11	8.659070192324806e-12
1.2182984145037732e-08	9.162997572439823e-17
7.804016142637252e-21	3.9762307069143967e-07
1.0719190804872672e-10	3.503122703939893e-20
5.625552877137509e-19	3.8750863213769137e-07
2.8467978256333424e-14	3.87926125427635e-07
1.391141922551917e-06	9.549982865800587e-14
1.87039969903518e-07	4.698381882604381e-12
2.838484384258748e-20	9.049685196314174e-08
2.103742291652136e-08	2.859196899097737e-14
1.005389239993401e-17	1.2044398961706455e-06
1.2511094441805508e-15	4.8691601250228606e-05
4.6864028671354804e-06	2.6874135747096113e-11
8.428957106996677e-18	5.291979144895393e-06
5.0949068778497286e-11	2.0483685002516116e-12
5.059106039657505e-08	2.147167930622638e-16
2.4421571338110973e-10	8.921268091036186e-13
1.5403302894193694e-06	1.8424320693396054e-13
6.043245047930726e-14	5.041486697001766e-06
4.684629332771164e-11	2.0605531919124e-06
3.954931952201953e-09	1.1858879751023078e-12
1.7474574537760474e-07	7.864840698418939e-14
2.488955910630206e-08	8.884363660713777e-12
1.0251630677211176e-06	1.6018189136452878e-12
1.8471247208699526e-06	6.494495331377841e-14
1.0476825854562692e-05	7.651293530977301e-10
4.839813685553925e-11	2.78408674185011e-12
6.86874227930709e-11	7.516935472789645e-12
6.539129043794511e-19	3.69539893153253e-07
5.385206346602353e-07	1.7507054856783227e-10
3.887153233297467e-07	5.137394455553565e-13
7.324068890709897e-09	5.581053715269629e-12
2.6930755415460796e-08	8.08152892185417e-15
5.800634613974588e-15	1.5656504931517902e-06
2.8180524352239754e-11	4.626429856736153e-12
4.507704768864401e-09	4.648174057982518e-17
1.384746154690659e-06	5.439555152546652e-12
6.523583937103741e-07	1.6325023814099117e-16
3.5401148771514947e-07	1.2538150789831459e-12
2.1902647567147695e-18	2.423838775804497e-07
8.163671032091438e-21	2.2930020085580537e-08
4.62257810529957e-19	7.976453973140135e-07
4.866429052264431e-12	1.835028763156888e-21
7.197039896748465e-20	1.1982359441173185e-06
1.7116002542802989e-09	1.6886615823153772e-09
1.7067016258666165e-07	1.8800305353450032e-14
3.1284961378903824e-12	2.291370034310292e-12
1.4373971632795888e-05	3.85898871085574e-10
8.196415808816508e-12	1.8034910549096519e-06
2.236849835773025e-06	2.6200626464913063e-14
4.249338203685259e-11	3.645700939297292e-05
5.236558190400012e-12	1.3233809030236035e-05
3.52085231054796e-21	1.985204109726973e-07
4.495311220573008e-16	2.1759007323299942e-05
7.103150350883237e-06	3.22751783089753e-10
1.451665873741522e-07	4.146923652702121e-17
6.528891645138091e-19	1.8138587346196786e-06
6.808431876918064e-07	2.718965998180718e-13
6.19406666130984e-14	4.273813940309297e-07
1.3551069019456441e-11	5.278741333089792e-22
7.665438585100092e-21	1.0635072242622881e-07
6.477502433156979e-14	1.4490393855052112e-06
1.5405538715007811e-16	4.357538428861555e-06
1.796600185603935e-09	4.509079753240733e-15
1.5780421744394905e-06	1.333674974888788e-12
1.665390009482923e-06	3.5674675562945264e-13
7.952297051324255e-11	5.331712232636899e-19
1.7746017762572444e-12	2.892998934042212e-10
6.876771334236161e-08	1.2966796383764308e-15
4.005999181275825e-09	8.1885472770132e-14
1.1006106071268468e-17	5.152191588045854e-06
1.048821966874508e-11	7.809654676529159e-08
2.0575381090515616e-11	5.933070097304171e-12
6.47821410140067e-10	2.551459723075619e-18
3.984111797569297e-11	7.193084511483002e-15
5.408155533566264e-06	3.005635798689381e-13
1.7025981691568165e-19	2.9542423649786113e-07
1.4302806057187797e-11	9.329418221933584e-07
1.279696059095772e-11	9.00324646591434e-06
3.101598899672976e-14	3.853847140757367e-06
2.5527035824238072e-08	7.440938183437101e-14
2.1992706333985928e-08	4.184393945844035e-16
5.346937154503156e-13	2.4323688968423598e-14
1.203614334075637e-07	2.372743330061054e-15
1.0086696028388755e-12	7.777597715051309e-14
1.6054361348113704e-06	2.370973004251591e-10
1.8730811511884003e-05	7.797433119168896e-11
1.8156067673941038e-06	3.6531609100816453e-16
5.773012798908586e-09	1.5077209786408326e-17
1.3380329898751458e-06	6.481537113896925e-13
1.675352171899407e-14	1.4952076618337568e-06
6.179096981752892e-20	1.2785417190693696e-07
3.570851359075189e-13	1.067611527943704e-06
3.614389058517284e-05	1.9239515013938165e-09
5.835921765993753e-06	1.3729903955182705e-09
8.565957453927241e-07	2.0374890407738272e-13
7.361540159738324e-12	6.9881578917908815e-06
6.430086227261835e-19	3.177695288881139e-06
1.6890588762285572e-18	1.85893687008729e-07
3.639909246689591e-11	1.9555675579579123e-09
3.9261903644852494e-11	5.865424650748557e-19
7.14941404595922e-11	1.977744761882414e-06
4.969112626958517e-13	4.8415322701373855e-09
1.814433555775251e-14	7.161378554945198e-06
6.049609862516468e-08	1.0197754332521424e-15
2.8467978256333424e-14	3.7037290708249266e-07
5.418270450766429e-07	7.04686023885472e-11
1.814433555775251e-14	1.9587433918847614e-06
5.609691100411733e-07	5.10116732985843e-13
1.7868528140643336e-06	3.503381312768277e-13
1.5508808790638636e-06	7.487347211644305e-10
3.161793165646461e-14	4.249313328115305e-06
2.559177357742837e-15	6.098873357479803e-07
2.574964146013367e-07	3.361465090863375e-14
1.8653546308412028e-14	1.4776844492528475e-06
2.5947291830421915e-09	7.223314839519401e-19
1.057501137924412e-06	1.3624790524950224e-12
8.620152920640673e-18	4.637808891874284e-06
3.1977145834454935e-14	1.2081968585457397e-06
1.0167621158367465e-13	9.999238228888494e-07
3.074952304475668e-13	1.8494380546191625e-06
2.4463103810125177e-07	1.2150350275436903e-13
6.135484256002959e-09	4.84192223248607e-13
6.653556334751404e-20	9.111173616625858e-07
1.0834794216259409e-05	3.352264269004516e-10
1.1338617526470578e-09	2.9979105664623433e-10
2.0936998590980295e-18	2.08885800928229e-07
6.586653627385157e-06	3.572496785505293e-13
2.406726192236491e-12	3.13681838891758e-06
1.0228010325955054e-06	1.2243388832269724e-13
1.1093945516397969e-10	3.3921171448806936e-15
5.980025260756117e-07	5.643027386391695e-17
2.4484692692178937e-11	4.2761150074918055e-05
2.1639295788107748e-07	1.2063301552967565e-11
1.012129671214072e-06	1.2211969003994082e-12
7.280240277417877e-07	3.6003105277030197e-13
1.5617821017644592e-11	5.186409630498649e-13
1.870151032733757e-20	5.4881749613767086e-08
8.52038569179565e-08	6.83913607999295e-14
9.313448092857414e-13	3.249587871671436e-07
2.5576640062282126e-18	2.3668817288534792e-07
3.8421799089741855e-12	3.663767251250414e-06
8.836663830247658e-21	1.0445012927547005e-07
2.3906886470902546e-20	2.292491044433542e-07
6.133533069684042e-07	1.1593224047864168e-11
4.1790447892882e-11	5.370047149308291e-12
2.869125760547844e-12	4.0528514180297194e-10
1.5469762496882573e-12	3.1044774531045378e-06
1.1084365470591857e-14	4.227033681571283e-16
1.6517496258635756e-06	5.1390507583389614e-17
4.0982513785763405e-06	1.3968870080879398e-13
1.2074731360820098e-10	2.2073045418968804e-10
2.3902963204919754e-10	1.630553458090251e-14
3.1691759133933387e-06	1.8977613725478902e-11
7.720328616012594e-07	1.2232900385413033e-13
3.6383745594644485e-07	4.994381043341311e-11
7.107748113746078e-19	3.61364984772947e-07
5.873775396363904e-19	7.428572712012831e-07
4.362942982634601e-06	2.6748046920420814e-13
3.2656360842493694e-07	4.137881115746642e-14
1.2602508392456397e-08	1.948453506783178e-16
9.677461779315912e-20	1.3397503192562872e-07
2.510455700608824e-15	6.067991746977265e-07
2.2634522118623733e-07	1.1443348737499151e-15
2.974939937089006e-06	5.099436872963634e-11
1.3809328828822319e-06	1.262838096279805e-14
7.392811546991648e-19	4.7647582165947097e-07
6.834544313465925e-19	3.623037646781568e-07
1.9969638834960286e-11	1.9303190124881903e-06
1.5060509007226454e-11	1.4794518148558782e-06
1.1104164137126547e-13	4.331669131654003e-06
9.469600341457042e-15	1.6659248196147229e-06
1.1686499473972987e-07	1.6053617673399382e-17
1.4786455432004703e-06	5.4347877948318834e-12
2.0293785069801966e-12	7.297684853293745e-13
2.865640599620659e-19	1.1665708275492949e-06
8.1156371448088e-12	1.5124965905255975e-06
6.953582040159787e-07	5.732101183814605e-13
1.2293588223764066e-06	1.0270653582699078e-09
7.126593618095826e-22	1.3589309569819225e-07
7.889745789539543e-13	3.1111963393256134e-06
2.300821753193242e-13	6.21049818203423e-06
2.690655839673135e-06	2.1832096141633402e-10
3.24987212451083e-10	3.477380853218912e-11
7.861702057081275e-18	1.0240095606845034e-06
3.0401659874368284e-10	2.0421794158486594e-15
9.962218834251596e-12	1.0208001562465826e-20
7.238130037166081e-07	2.7190654761859567e-16
7.255689472521732e-07	8.219260781439836e-13
2.9163488949034265e-11	1.5014810189126027e-08
3.1451682262981692e-19	2.92759957799207e-07
2.362212215527714e-20	1.251758339101921e-07
1.1245090561202965e-12	2.7214539634558313e-06
1.3134973425427586e-09	1.8009138423193524e-14
1.9260835000930357e-05	1.741918099085661e-10
3.625681188276226e-11	8.554629400099516e-06
2.3341356749601457e-07	1.3171501604747823e-13
2.6409487292977215e-07	1.1115848865669411e-14
1.4021493838923596e-13	1.9206985754255008e-06
2.1077167571598232e-08	9.526619132476392e-16
3.820090572108094e-09	3.517602080682374e-17
4.861812403776749e-13	1.4509241896473595e-09
4.787833546787783e-07	2.043730613487764e-17
5.3657410595421655e-11	4.4214619410688196e-06
1.7391741147194956e-11	9.958281260686753e-07
6.817498190772557e-20	4.83325667133817e-07
9.84481279680993e-10	1.2606222086380836e-11
1.8199699449277792e-07	2.840576653022241e-11
6.97944458919852e-06	4.974884893570372e-10
1.909236164154019e-06	1.420733398142907e-13
6.296424287002587e-11	2.5983590111554144e-12
5.443849720373616e-12	2.1214566347532586e-11
